						
%	O					
sensitivity	O					
and	O					
75.3	O					
%	O					
specificity	O					
and	O					
excluded	O					
61.5	O					
%	O					
of	O					
the	O					
tumors	O					
from	O					
MMR	U-Mutation					
testing	O					
.	O					
						
This	O					
clinicopathologic	O					
index	O					
thus	O					
successfully	O					
selects	O					
MMR	B-Mutation					
-	I-Mutation					
defective	L-Mutation					
colon	B-Cancer					
cancers	L-Cancer					
.	O					
						
The	O					
GIST	O					
of	O					
targeted	O					
cancer	O					
therapy	O					
:	O					
a	O					
tumor	O					
(	O					
gastrointestinal	B-Cancer					
stromal	I-Cancer					
tumor	L-Cancer					
)	O					
","	O					
a	O					
mutated	O					
gene	O					
(	O					
c	B-Mutation					
-	I-Mutation					
kit	L-Mutation					
)	O					
","	O					
and	O					
a	O					
molecular	O					
inhibitor	O					
(	O					
STI571	U-Treatment					
)	O					
.	O					
						
Although	O					
gastrointestinal	B-Cancer					
stromal	I-Cancer					
tumor	I-Cancer					
(	I-Cancer					
GIST	I-Cancer					
)	L-Cancer					
is	O					
the	O					
most	O					
frequent	O					
mesenchymal	O					
neoplasm	O					
of	O					
the	O					
gastrointestinal	O					
tract	O					
","	O					
until	O					
recently	O					
it	O					
has	O					
been	O					
an	O					
obscure	O					
disease	O					
.	O					
						
Now	O					
","	O					
there	O					
is	O					
widespread	O					
scientific	O					
and	O					
clinical	O					
interest	O					
in	O					
GIST	U-Cancer					
because	O					
its	O					
principal	O					
pathogenetic	O					
defect	O					
has	O					
been	O					
identified	O					
and	O					
a	O					
specific	O					
molecular	O					
inhibitor	O					
of	O					
GIST	U-Cancer					
has	O					
been	O					
developed	O					
.	O					
						
Most	O					
GISTs	U-Cancer					
contain	O					
a	O					
gain	O					
-	O					
of	O					
-	O					
function	O					
mutation	O					
in	O					
the	O					
c	B-Mutation					
-	I-Mutation					
kit	L-Mutation					
proto	O					
-	O					
oncogene	O					
.	O					
						
Mutation	O					
results	O					
in	O					
constitutive	O					
activation	O					
of	O					
the	O					
Kit	U-Mutation					
receptor	O					
tyrosine	O					
kinase	O					
","	O					
which	O					
induces	O					
cellular	O					
proliferation	O					
.	O					
						
STI571	U-Treatment					
is	O					
an	O					
oral	O					
agent	O					
that	O					
selectively	O					
inhibits	O					
Kit	U-Mutation					
.	O					
						
It	O					
is	O					
a	O					
landmark	O					
development	O					
in	O					
cancer	O					
treatment	O					
and	O					
marks	O					
a	O					
new	O					
era	O					
of	O					
targeted	O					
molecular	O					
therapy	O					
.	O					
						
Its	O					
efficacy	O					
proves	O					
that	O					
a	O					
specific	O					
inhibitor	O					
can	O					
counteract	O					
the	O					
effects	O					
of	O					
a	O					
genetic	O					
defect	O					
responsible	O					
for	O					
neoplasia	O					
.	O					
						
Although	O					
STI571	U-Treatment					
was	O					
first	O					
applied	O					
to	O					
GIST	U-Cancer					
only	O					
2	O					
years	O					
ago	O					
","	O					
it	O					
has	O					
already	O					
revolutionized	O					
the	O					
treatment	O					
of	O					
patients	O					
with	O					
metastatic	O					
disease	O					
and	O					
is	O					
also	O					
currently	O					
being	O					
tested	O					
as	O					
an	O					
adjuvant	O					
therapy	O					
after	O					
the	O					
resection	O					
of	O					
primary	B-Cancer					
GIST	L-Cancer					
.	O					
						
Cutaneous	B-Cancer					
metastasis	L-Cancer					
as	O					
an	O					
initial	O					
presentation	O					
of	O					
lung	B-Cancer					
adenocarcinoma	L-Cancer					
with	O					
KRAS	U-Mutation					
mutation	O					
:	O					
a	O					
case	O					
report	O					
and	O					
literature	O					
review	O					
.	O					
						
Cutaneous	B-Cancer					
metastasis	L-Cancer					
as	O					
an	O					
initial	O					
presentation	O					
occurs	O					
in	O					
0.8	O					
%	O					
of	O					
patients	O					
with	O					
internal	O					
malignancies	O					
","	O					
and	O					
is	O					
poorly	O					
understood	O					
in	O					
its	O					
molecular	O					
pathogenesis	O					
.	O					
						
We	O					
reported	O					
a	O					
case	O					
in	O					
which	O					
a	O					
61-year	B-Population					
-	I-Population					
old	I-Population					
male	L-Population					
patient	O					
initially	O					
presented	O					
with	O					
rapidly	O					
growing	O					
skin	O					
nodule	O					
on	O					
his	O					
left	O					
chest	O					
wall	O					
","	O					
then	O					
developed	O					
dyspnea	O					
and	O					
loss	O					
of	O					
weight	O					
.	O					
						
Echocardiogram	O					
showed	O					
a	O					
large	O					
pericardial	O					
effusion	O					
with	O					
right	O					
ventricular	O					
collapse	O					
.	O					
						
PET	O					
/	O					
CT	O					
revealed	O					
moderate	O					
pleural	O					
effusion	O					
and	O					
multiple	O					
lymphadenopathies	O					
with	O					
hypermetabolic	O					
concentration	O					
of	O					
radiotracer	O					
in	O					
the	O					
lymph	O					
nodes	O					
as	O					
well	O					
as	O					
in	O					
the	O					
chest	O					
wall	O					
skin	O					
mass	O					
.	O					
						
Biopsy	O					
of	O					
the	O					
skin	O					
mass	O					
and	O					
pericardial	O					
/	O					
pleural	O					
fluids	O					
revealed	O					
metastatic	B-Cancer					
adenocarcinoma	L-Cancer					
consistent	O					
with	O					
lung	O					
primary	O					
with	O					
KRAS	U-Mutation					
mutation	O					
.	O					
						
Palliative	B-Outcome					
chemotherapy	I-Outcome					
was	I-Outcome					
administered	I-Outcome					
without	I-Outcome					
resulting	I-Outcome					
in	I-Outcome					
any	I-Outcome					
improvement	L-Outcome					
.	O					
						
This	O					
is	O					
the	O					
first	O					
case	O					
report	O					
to	O					
show	O					
that	O					
KRAS	U-Mutation					
-	O					
mutant	O					
lung	B-Cancer					
adenocarcinoma	L-Cancer					
can	O					
be	O					
associated	O					
with	O					
cutaneous	O					
metastasis	O					
.	O					
						
Motesanib	U-Treatment					
inhibits	O					
Kit	U-Mutation					
mutations	O					
associated	O					
with	O					
gastrointestinal	B-Cancer					
stromal	I-Cancer					
tumors	L-Cancer					
.	O					
						
BACKGROUND	O					
:	O					
Activating	B-Mutation					
mutations	I-Mutation					
in	I-Mutation					
Kit	I-Mutation					
receptor	I-Mutation					
tyrosine	I-Mutation					
kinase	L-Mutation					
or	O					
the	O					
related	O					
platelet	B-Mutation					
-	I-Mutation					
derived	I-Mutation					
growth	I-Mutation					
factor	I-Mutation					
receptor	I-Mutation					
(	I-Mutation					
PDGFR	I-Mutation					
)	L-Mutation					
play	O					
an	O					
important	O					
role	O					
in	O					
the	O					
pathogenesis	O					
of	O					
gastrointestinal	B-Cancer					
stromal	I-Cancer					
tumors	I-Cancer					
(	I-Cancer					
GIST	I-Cancer					
)	L-Cancer					
.	O					
						
METHODS	O					
:	O					
This	O					
study	O					
investigated	O					
the	O					
activity	O					
of	O					
motesanib	U-Treatment					
","	O					
an	O					
inhibitor	B-Treatment					
of	I-Treatment					
vascular	I-Treatment					
endothelial	I-Treatment					
growth	I-Treatment					
factor	I-Treatment					
receptors	I-Treatment					
(	I-Treatment					
VEGFR	I-Treatment					
)	I-Treatment					
1	I-Treatment					
","	I-Treatment					
2	I-Treatment					
","	I-Treatment					
and	I-Treatment					
3	I-Treatment					
;	I-Treatment					
PDGFR	I-Treatment					
;	I-Treatment					
and	I-Treatment					
Kit	L-Treatment					
","	O					
against	O					
primary	O					
activating	O					
Kit	U-Mutation					
mutants	O					
and	O					
mutants	O					
associated	O					
with	O					
secondary	O					
resistance	O					
to	O					
imatinib	U-Treatment					
.	O					
						
Single-	B-Mutation					
and	I-Mutation					
double	I-Mutation					
-	I-Mutation					
mutant	I-Mutation					
isoforms	I-Mutation					
of	I-Mutation					
Kit	L-Mutation					
were	O					
evaluated	O					
for	O					
their	O					
sensitivity	O					
to	O					
motesanib	U-Treatment					
or	O					
imatinib	U-Treatment					
in	O					
autophosphorylation	O					
assays	O					
and	O					
in	O					
Ba	O					
/	O					
F3	O					
cell	O					
proliferation	O					
assays	O					
.	O					
						
RESULTS	O					
:	O					
Motesanib	U-Treatment					
inhibited	O					
Kit	U-Mutation					
autophosphorylation	O					
in	O					
CHO	O					
cell	O					
lines	O					
expressing	O					
primary	O					
activating	B-Mutation					
mutations	I-Mutation					
in	I-Mutation					
exon	I-Mutation					
9	I-Mutation					
(	I-Mutation					
AYins503	I-Mutation					
-	I-Mutation					
504	I-Mutation					
","	I-Mutation					
IC50	I-Mutation					
=	I-Mutation					
18	I-Mutation					
nM	I-Mutation					
)	I-Mutation					
and	I-Mutation					
exon	I-Mutation					
11	I-Mutation					
(	I-Mutation					
V560	I-Mutation					
D	I-Mutation					
","	I-Mutation					
IC50	I-Mutation					
=	I-Mutation					
5	I-Mutation					
nM	I-Mutation					
;	I-Mutation					
Delta552	I-Mutation					
-	I-Mutation					
559	I-Mutation					
","	I-Mutation					
IC50	I-Mutation					
=	I-Mutation					
1	I-Mutation					
nM	I-Mutation					
)	L-Mutation					
.	O					
						
Motesanib	U-Treatment					
also	O					
demonstrated	O					
activity	O					
against	O					
kinase	O					
domain	O					
mutations	O					
conferring	O					
imatinib	U-Treatment					
resistance	O					
(	O					
V560D	O					
/	O					
V654A	O					
","	O					
IC50	O					
=	O					
77	O					
nM	O					
;	O					
V560D	O					
/	O					
T670I	O					
","	O					
IC50	O					
=	O					
277	O					
nM	O					
;	O					
Y823	O					
D	O					
","	O					
IC50	O					
=	O					
64	O					
nM	O					
)	O					
but	O					
failed	O					
to	O					
inhibit	O					
the	O					
imatinib	U-Treatment					
-	O					
resistant	O					
D816V	U-Mutation					
mutant	O					
(	O					
IC50	O					
>	O					
3000	O					
nM	O					
)	O					
.	O					
						
Motesanib	U-Treatment					
suppressed	O					
the	O					
proliferation	O					
of	O					
Ba	O					
/	O					
F3	O					
cells	O					
expressing	O					
Kit	U-Mutation					
mutants	O					
with	O					
IC50	O					
values	O					
in	O					
good	O					
agreement	O					
with	O					
those	O					
observed	O					
in	O					
the	O					
autophosphorylation	O					
assays	O					
.	O					
						
CONCLUSIONS	O					
:	O					
In	O					
conclusion	O					
","	O					
our	O					
data	O					
suggest	O					
that	O					
motesanib	U-Treatment					
possesses	O					
inhibitory	O					
activity	O					
against	O					
primary	O					
Kit	U-Mutation					
mutations	O					
and	O					
some	O					
imatinib	U-Treatment					
-	O					
resistant	O					
secondary	O					
mutations	O					
.	O					
						
GIST	U-Cancer					
under	O					
imatinib	U-Treatment					
therapy	O					
.	O					
						
The	O					
prognosis	O					
of	O					
patients	O					
with	O					
a	O					
GIST	U-Cancer					
improved	O					
significantly	O					
since	O					
the	O					
introduction	O					
of	O					
imatinib	B-Treatment					
mesylate	L-Treatment					
treatment	O					
","	O					
leading	O					
to	O					
disease	O					
control	O					
in	O					
70	O					
%	O					
to	O					
85	O					
%	O					
of	O					
patients	O					
.	O					
						
The	O					
response	O					
depends	O					
on	O					
the	O					
presence/	O					
absence	O					
and	O					
type	O					
of	O					
mutations	O					
in	O					
the	O					
KIT	B-Mutation					
or	I-Mutation					
Platelet	I-Mutation					
derived	I-Mutation					
growth	I-Mutation					
factor	I-Mutation					
receptor	L-Mutation					
.	O					
						
Unfortunately	O					
","	O					
we	O					
are	O					
increasingly	O					
faced	O					
with	O					
the	O					
problem	O					
of	O					
resistance	O					
to	O					
imatinib	U-Treatment					
treatment	O					
","	O					
mainly	O					
secondary	O					
resistance	O					
","	O					
which	O					
by	O					
definition	O					
occurs	O					
after	O					
at	O					
least	O					
6	O					
months	O					
of	O					
initial	O					
response	O					
to	O					
the	O					
drug	O					
.	O					
						
The	O					
effects	O					
of	O					
imatinib	U-Treatment					
on	O					
a	O					
GIST	U-Cancer					
are	O					
still	O					
in	O					
full	O					
exploration	O					
and	O					
this	O					
review	O					
focuses	O					
upon	O					
the	O					
available	O					
data	O					
on	O					
the	O					
phenotype	O					
and	O					
genotype	O					
of	O					
a	O					
GIST	U-Cancer					
treated	O					
with	O					
imatinib	U-Treatment					
.	O					
						
Two	O					
settings	O					
are	O					
elaborated	O					
separately	O					
","	O					
a	O					
responding	O					
/	O					
stable	O					
GIST	U-Cancer					
","	O					
and	O					
a	O					
resistant	O					
GIST	U-Cancer					
.	O					
						
In	O					
addition	O					
","	O					
the	O					
attention	O					
will	O					
be	O					
drawn	O					
to	O					
remarkable	O					
(	O					
immuno)phenotypic	O					
changes	O					
that	O					
can	O					
occur	O					
in	O					
a	O					
GIST	U-Cancer					
under	O					
imatinib	U-Treatment					
treatment	O					
.	O					
						
Phosphatidylinositol-3-OH	B-Mutation					
kinase	I-Mutation					
or	I-Mutation					
RAS	I-Mutation					
pathway	L-Mutation					
mutations	O					
in	O					
human	B-Cancer					
breast	I-Cancer					
cancer	L-Cancer					
cell	O					
lines	O					
.	O					
						
Constitutive	O					
activation	O					
of	O					
the	O					
phosphatidylinositol-3-OH	O					
kinase	O					
(	O					
PI3	O					
K	O					
)	O					
and	O					
RAS	O					
signaling	O					
pathways	O					
are	O					
important	O					
events	O					
in	O					
tumor	O					
formation	O					
.	O					
						
This	O					
is	O					
illustrated	O					
by	O					
the	O					
frequent	O					
genetic	O					
alteration	O					
of	O					
several	O					
key	O					
players	O					
from	O					
these	O					
pathways	O					
in	O					
a	O					
wide	O					
variety	O					
of	O					
human	O					
cancers	O					
.	O					
						
Here	O					
","	O					
we	O					
report	O					
a	O					
detailed	O					
sequence	O					
analysis	O					
of	O					
the	O					
PTEN	O					
","	O					
PIK3CA	O					
","	O					
KRAS	O					
","	O					
HRAS	O					
","	O					
NRAS	O					
","	O					
and	O					
BRAF	O					
genes	O					
in	O					
a	O					
collection	O					
of	O					
40	O					
human	B-Cancer					
breast	I-Cancer					
cancer	L-Cancer					
cell	O					
lines	O					
.	O					
						
We	O					
identified	O					
a	O					
surprisingly	O					
large	O					
proportion	O					
of	O					
cell	O					
lines	O					
with	O					
mutations	O					
in	O					
the	O					
PI3	B-Mutation					
K	I-Mutation					
or	I-Mutation					
RAS	I-Mutation					
pathways	L-Mutation					
(	O					
54	O					
%	O					
and	O					
25	O					
%	O					
","	O					
respectively	O					
)	O					
","	O					
with	O					
mutants	O					
for	O					
each	O					
of	O					
the	O					
six	O					
genes	O					
.	O					
						
The	O					
PIK3CA	U-Mutation					
","	O					
KRAS	U-Mutation					
","	O					
and	O					
BRAF	U-Mutation					
mutation	O					
spectra	O					
of	O					
the	O					
breast	B-Cancer					
cancer	L-Cancer					
cell	O					
lines	O					
were	O					
similar	O					
to	O					
those	O					
of	O					
colorectal	B-Cancer					
cancers	L-Cancer					
.	O					
						
Unlike	O					
in	O					
colorectal	B-Cancer					
cancers	L-Cancer					
","	O					
however	O					
","	O					
mutational	O					
activation	O					
of	O					
the	O					
PI3	B-Mutation					
K	I-Mutation					
pathway	L-Mutation					
was	O					
mutually	O					
exclusive	O					
with	O					
mutational	O					
activation	O					
of	O					
the	O					
RAS	B-Mutation					
pathway	L-Mutation					
in	O					
all	O					
but	O					
1	O					
of	O					
30	O					
mutant	O					
breast	B-Cancer					
cancer	L-Cancer					
cell	O					
lines	O					
(	O					
P	O					
=	O					
0.001	O					
)	O					
.	O					
						
These	O					
results	O					
suggest	O					
that	O					
there	O					
is	O					
a	O					
fine	O					
distinction	O					
between	O					
the	O					
signaling	O					
activators	O					
and	O					
downstream	O					
effectors	O					
of	O					
the	O					
oncogenic	O					
PI3	B-Mutation					
K	I-Mutation					
and	I-Mutation					
RAS	I-Mutation					
pathways	L-Mutation					
in	O					
breast	O					
epithelium	O					
and	O					
those	O					
in	O					
other	O					
tissues	O					
.	O					
						
Detection	O					
of	O					
EML4-ALK	B-Mutation					
fusion	I-Mutation					
genes	L-Mutation					
in	O					
a	O					
few	O					
cancer	O					
cells	O					
from	O					
transbronchial	O					
cytological	O					
specimens	O					
utilizing	O					
immediate	O					
cytology	O					
during	O					
bronchoscopy	O					
.	O					
						
The	O					
presence	O					
of	O					
fusion	B-Mutation					
genes	I-Mutation					
between	I-Mutation					
the	I-Mutation					
anaplastic	I-Mutation					
lymphoma	I-Mutation					
kinase	I-Mutation					
(	I-Mutation					
ALK	I-Mutation					
)	I-Mutation					
and	I-Mutation					
echinoderm	I-Mutation					
microtubule	I-Mutation					
-	I-Mutation					
associated	I-Mutation					
protein	I-Mutation					
-	I-Mutation					
like	I-Mutation					
4	I-Mutation					
(	I-Mutation					
EML4	I-Mutation					
)	I-Mutation					
genes	L-Mutation					
is	O					
useful	O					
for	O					
determining	O					
appropriate	O					
molecular	O					
-	O					
targeted	O					
therapies	O					
in	O					
patients	O					
with	O					
non	B-Cancer					
-	I-Cancer					
small	I-Cancer					
cell	I-Cancer					
lung	I-Cancer					
cancer	I-Cancer					
(	I-Cancer					
NSCLC	I-Cancer					
)	L-Cancer					
.	O					
						
The	O					
diagnosis	O					
of	O					
NSCLC	U-Cancer					
is	O					
often	O					
judged	O					
from	O					
transbronchial	O					
cytological	O					
specimens	O					
.	O					
						
The	O					
efficacy	O					
of	O					
RT	O					
-	O					
PCR	O					
for	O					
detection	O					
of	O					
EML4-ALK	B-Mutation					
fusion	I-Mutation					
genes	L-Mutation					
in	O					
transbronchial	O					
cytological	O					
specimens	O					
has	O					
not	O					
been	O					
studied	O					
.	O					
						
Here	O					
","	O					
we	O					
evaluated	O					
the	O					
detection	O					
rate	O					
of	O					
EML4-ALK	B-Mutation					
fusion	I-Mutation					
genes	L-Mutation					
in	O					
transbronchial	O					
cytological	O					
specimens	O					
positive	O					
for	O					
NSCLC	U-Cancer					
by	O					
immediate	O					
cytology	O					
during	O					
bronchoscopic	O					
examination	O					
.	O					
						
Various	O					
numbers	O					
of	O					
H2228	O					
cells	O					
carrying	O					
EML4-ALK	B-Mutation					
variant	I-Mutation					
3	L-Mutation					
were	O					
combined	O					
with	O					
1×10(6	O					
)	O					
wild	O					
-	O					
type	O					
WBCs	O					
.	O					
						
The	O					
RNA	O					
was	O					
extracted	O					
and	O					
the	O					
sensitivity	O					
of	O					
detection	O					
of	O					
the	O					
EML4-ALK	B-Mutation					
fusion	I-Mutation					
gene	L-Mutation					
was	O					
determined	O					
using	O					
a	O					
nested	O					
RT	O					
-	O					
PCR	O					
.	O					
						
A	O					
total	O					
of	O					
161	O					
cell	O					
samples	O					
","	O					
from	O					
cases	O					
without	O					
available	O					
tissue	O					
samples	O					
","	O					
obtained	O					
by	O					
bronchoscopic	O					
examinations	O					
utilized	O					
for	O					
immediate	O					
cytology	O					
in	O					
patients	O					
with	O					
NSCLC	U-Cancer					
were	O					
subsequently	O					
analyzed	O					
for	O					
EML4-ALK	B-Mutation					
fusion	I-Mutation					
genes	L-Mutation					
using	O					
a	O					
nested	O					
multiplex	O					
RT	O					
-	O					
PCR	O					
.	O					
						
EML4-ALK	B-Mutation					
variant	I-Mutation					
3	L-Mutation					
was	O					
detected	O					
in	O					
a	O					
small	O					
number	O					
of	O					
H2228	O					
cells	O					
(	O					
10	O					
cells	O					
)	O					
","	O					
even	O					
in	O					
the	O					
presence	O					
of	O					
1×10(6	O					
)	O					
WBCs	O					
(	O					
sensitivity	O					
:	O					
0.001	O					
%	O					
)	O					
.	O					
						
In	O					
the	O					
patient	O					
cytological	O					
samples	O					
","	O					
EML4-ALK	B-Mutation					
fusion	I-Mutation					
genes	L-Mutation					
were	O					
detected	O					
in	O					
five	O					
of	O					
161	O					
NSCLCs	U-Cancer					
(	O					
3.1	O					
%	O					
)	O					
and	O					
four	O					
of	O					
88	O					
adenocarcinomas	U-Cancer					
(	O					
4.5	O					
%	O					
)	O					
.	O					
						
Sequencing	O					
confirmed	O					
that	O					
these	O					
samples	O					
included	O					
three	O					
variant	O					
1	O					
genes	O					
","	O					
one	O					
variant	O					
2	O					
gene	O					
and	O					
one	O					
variant	O					
3	O					
gene	O					
.	O					
						
Using	O					
the	O					
same	O					
cytological	O					
samples	O					
","	O					
EGFR	U-Mutation					
mutations	O					
were	O					
detected	O					
in	O					
39	O					
of	O					
161	O					
NSCLCs	U-Cancer					
(	O					
24.2	O					
%	O					
)	O					
and	O					
36	O					
of	O					
88	O					
adenocarcinomas	U-Cancer					
(	O					
40.9	O					
%	O					
)	O					
.	O					
						
There	O					
was	O					
no	O					
case	O					
in	O					
which	O					
both	O					
EML4-ALK	B-Mutation					
fusion	L-Mutation					
and	O					
EGFR	U-Mutation					
mutation	O					
were	O					
simultaneously	O					
detected	O					
.	O					
						
Rapid	O					
diagnosis	O					
during	O					
bronchoscopy	O					
utilizing	O					
immediate	O					
cytology	O					
contributed	O					
to	O					
the	O					
selection	O					
of	O					
the	O					
best	O					
samples	O					
for	O					
genetic	O					
analysis	O					
.	O					
						
EML4-ALK	B-Mutation					
fusion	I-Mutation					
genes	L-Mutation					
as	O					
well	O					
as	O					
EGFR	U-Mutation					
mutations	O					
were	O					
successfully	O					
detected	O					
in	O					
a	O					
small	O					
number	O					
of	O					
cancer	O					
cells	O					
from	O					
transbronchial	O					
cytological	O					
specimens	O					
using	O					
a	O					
nested	O					
multiplex	O					
RT	O					
-	O					
PCR	O					
.	O					
						
Our	O					
present	O					
strategy	O					
can	O					
be	O					
integrated	O					
into	O					
the	O					
clinical	O					
process	O					
without	O					
additional	O					
invasive	O					
examination	O					
of	O					
patients	O					
.	O					
						
In	O					
the	O					
era	O					
of	O					
molecular	O					
-	O					
targeted	O					
treatments	O					
for	O					
NSCLC	U-Cancer					
","	O					
the	O					
combination	O					
of	O					
rapid	O					
diagnosis	O					
during	O					
bronchoscopic	O					
examination	O					
and	O					
stocking	O					
samples	O					
as	O					
cDNA	O					
could	O					
further	O					
correspond	O					
to	O					
genetic	O					
analyses	O					
of	O					
accumulating	O					
driver	O					
genes	O					
in	O					
NSCLC	U-Cancer					
.	O					
						
Absence	O					
of	O					
mutations	O					
of	O					
the	O					
BRAF	U-Mutation					
gene	O					
and	O					
constitutive	O					
activation	O					
of	O					
extracellular	O					
-	O					
regulated	O					
kinase	O					
in	O					
malignant	B-Cancer					
melanomas	I-Cancer					
of	I-Cancer					
the	I-Cancer					
uvea	L-Cancer					
.	O					
						
The	O					
v	B-Mutation					
-	I-Mutation					
raf	I-Mutation					
murine	I-Mutation					
sarcoma	I-Mutation					
viral	I-Mutation					
homolog	I-Mutation					
B1	I-Mutation					
(	I-Mutation					
BRAF	I-Mutation					
)	L-Mutation					
gene	O					
","	O					
one	O					
of	O					
the	O					
human	O					
isoforms	O					
of	O					
RAF	O					
","	O					
is	O					
activated	O					
by	O					
Ras	O					
","	O					
leading	O					
to	O					
cooperative	O					
effects	O					
in	O					
cells	O					
responsive	O					
to	O					
growth	O					
factor	O					
signals	O					
.	O					
						
Recently	O					
","	O					
somatic	B-Mutation					
missense	I-Mutation					
mutations	I-Mutation					
of	I-Mutation					
the	I-Mutation					
BRAF	I-Mutation					
gene	L-Mutation					
have	O					
been	O					
detected	O					
in	O					
more	O					
than	O					
66	O					
%	O					
of	O					
malignant	B-Cancer					
melanomas	I-Cancer					
of	I-Cancer					
the	I-Cancer					
skin	L-Cancer					
.	O					
						
We	O					
analyzed	O					
42	O					
malignant	B-Cancer					
melanomas	I-Cancer					
of	I-Cancer					
the	I-Cancer					
uvea	L-Cancer					
","	O					
3	O					
corresponding	O					
liver	O					
metastases	O					
","	O					
and	O					
10	O					
cutaneous	B-Cancer					
melanomas	L-Cancer					
for	O					
possible	O					
BRAF	U-Mutation					
mutations	O					
:	O					
after	O					
microdissection	O					
","	O					
mutation	O					
analysis	O					
of	O					
BRAF	U-Mutation					
and	O					
KRAS	U-Mutation					
was	O					
performed	O					
.	O					
						
The	O					
expression	O					
of	O					
extracellular	O					
-	O					
regulated	O					
kinase	O					
1	O					
and	O					
2	O					
(	O					
ERK1/2	O					
)	O					
","	O					
an	O					
important	O					
downstream	O					
point	O					
of	O					
convergence	O					
in	O					
the	O					
Ras	O					
-	O					
RAF	O					
-	O					
MEK	O					
-	O					
Erk	O					
pathway	O					
","	O					
was	O					
analyzed	O					
immunohistochemically	O					
.	O					
						
Interestingly	O					
","	O					
we	O					
failed	O					
to	O					
detect	O					
activating	O					
BRAF	U-Mutation					
mutations	O					
in	O					
uvea	B-Cancer					
melanomas	L-Cancer					
and	O					
their	O					
corresponding	O					
liver	O					
metastases	O					
.	O					
						
There	O					
were	O					
no	O					
mutations	O					
of	O					
BRAF	U-Mutation					
in	O					
corresponding	O					
non	O					
-	O					
neoplastic	O					
uvea	O					
specimens	O					
","	O					
although	O					
we	O					
detected	O					
three	O					
BRAF	O					
mutations	O					
in	O					
sporadic	O					
cutaneous	O					
melanoma	O					
that	O					
led	O					
to	O					
a	O					
substitution	O					
of	O					
valine	O					
by	O					
glutamic	O					
acid	O					
at	O					
position	O					
599	O					
(	O					
V599E	O					
)	O					
.	O					
						
KRAS	B-Mutation					
mutations	L-Mutation					
were	O					
detected	O					
in	O					
1	O					
of	O					
10	O					
cutaneous	B-Cancer					
melanoma	L-Cancer					
but	O					
not	O					
in	O					
uveal	B-Cancer					
or	I-Cancer					
metastatic	I-Cancer					
melanoma	L-Cancer					
.	O					
						
Despite	O					
the	O					
lack	O					
of	O					
activating	O					
mutations	O					
in	O					
the	O					
BRAF	U-Mutation					
gene	O					
","	O					
we	O					
identified	O					
constitutively	O					
activated	O					
ERK	O					
in	O					
almost	O					
all	O					
(	O					
86	O					
%	O					
)	O					
uveal	B-Cancer					
melanoma	L-Cancer					
tissues	O					
tested	O					
but	O					
not	O					
in	O					
corresponding	O					
normal	O					
retina	O					
or	O					
uveal	O					
cells	O					
.	O					
						
Our	O					
data	O					
indicate	O					
that	O					
BRAF	U-Mutation					
gene	O					
mutations	O					
are	O					
rare	O					
to	O					
absent	O					
events	O					
in	O					
uveal	B-Mutation					
melanoma	L-Mutation					
.	O					
						
The	O					
finding	O					
of	O					
activated	O					
Erk	O					
suggests	O					
a	O					
causative	O					
role	O					
for	O					
