						
						
tumors	O					
with	O					
dimensions	O					
<	O					
5	O					
cm	O					
and	O					
without	O					
lymph	O					
node	O					
invasion	O					
.	O					
						
Findings	O					
of	O					
this	O					
study	O					
showed	O					
that	O					
MET	B-Mutation					
and	I-Mutation					
SOX2	I-Mutation					
amplifications	L-Mutation					
are	O					
more	O					
common	O					
in	O					
the	O					
SCCs	U-Cancer					
of	O					
smokers	U-Population					
.	O					
						
Moreover	O					
","	O					
MET	B-Mutation					
amplification	L-Mutation					
is	O					
intrinsic	O					
in	O					
SCCs	U-Cancer					
particularly	O					
among	O					
smokers	U-Population					
","	O					
with	O					
regards	O					
to	O					
tumor	O					
growth	O					
","	O					
lymph	O					
node	O					
invasion	O					
and	O					
negative	O					
correlation	O					
to	O					
SOX2	B-Mutation					
amplification	L-Mutation					
.	O					
						
The	O					
incidence	O					
of	O					
discrepancy	O					
in	O					
the	O					
amplifications	B-Mutation					
of	I-Mutation					
MET	I-Mutation					
and	I-Mutation					
SOX2	L-Mutation					
in	O					
SCCs	U-Cancer					
and	O					
ADCs	U-Cancer					
suggests	O					
that	O					
the	O					
MET	U-Mutation					
and	O					
SOX2	U-Mutation					
genes	O					
play	O					
different	O					
roles	O					
in	O					
SCC	U-Cancer					
and	O					
ADC	U-Cancer					
tumorigenesis	O					
","	O					
respectively	O					
","	O					
particularly	O					
among	O					
smokers	U-Population					
.	O					
						
Up	B-Mutation					
-	I-Mutation					
regulation	I-Mutation					
of	I-Mutation					
PIK3CA	L-Mutation					
promotes	O					
metastasis	O					
in	O					
gastric	B-Cancer					
carcinoma	L-Cancer					
.	O					
						
AIM	O					
:	O					
To	O					
explore	O					
expressions	O					
of	O					
PIK3CA	U-Mutation					
in	O					
the	O					
progression	O					
of	O					
gastric	B-Cancer					
cancer	L-Cancer					
from	O					
primary	O					
to	O					
metastasis	O					
and	O					
its	O					
effects	O					
on	O					
activation	O					
of	O					
phosphatidylinositol	O					
3-kinase	O					
(	O					
PI3K)/Akt	O					
pathway	O					
.	O					
						
METHODS	O					
:	O					
mRNA	O					
and	O					
protein	O					
levels	O					
of	O					
PIK3CA	U-Mutation					
were	O					
assessed	O					
","	O					
respectively	O					
","	O					
by	O					
real	O					
-	O					
time	O					
quantitative	O					
polymerase	O					
chain	O					
reaction	O					
and	O					
immunohistochemistry	O					
in	O					
specimens	O					
of	O					
normal	O					
gastric	O					
mucosa	O					
","	O					
primary	O					
foci	O					
and	O					
lymph	O					
node	O					
and	O					
distant	O					
metastasis	O					
of	O					
gastric	B-Cancer					
cancer	L-Cancer					
.	O					
						
Akt	O					
and	O					
phosphorylated	O					
Akt	O					
protein	O					
were	O					
also	O					
examined	O					
by	O					
Western	O					
blotting	O					
in	O					
these	O					
tissues	O					
","	O					
in	O					
order	O					
to	O					
analyze	O					
the	O					
effect	O					
of	O					
PIK3CA	U-Mutation					
expression	O					
level	O					
changes	O					
on	O					
the	O					
activation	O					
of	O					
PI3K	O					
/	O					
Akt	O					
signaling	O					
pathway	O					
.	O					
						
RESULTS	O					
:	O					
PIK3CA	U-Mutation					
mRNA	O					
in	O					
lymph	O					
node	O					
metastasis	O					
were	O					
approximately	O					
5	O					
and	O					
2	O					
folds	O					
higher	O					
","	O					
respectively	O					
","	O					
than	O					
that	O					
in	O					
the	O					
corresponding	O					
normal	O					
gastric	O					
mucosa	O					
and	O					
primary	O					
gastric	B-Cancer					
cancer	L-Cancer					
tissues	O					
(	O					
P	O					
<	O					
0.05	O					
)	O					
","	O					
while	O					
no	O					
statistical	O					
significance	O					
was	O					
found	O					
compared	O					
with	O					
distant	O					
metastasis	O					
.	O					
						
Immunohistochemically	O					
","	O					
PIK3CA	U-Mutation					
protein	O					
expression	O					
was	O					
discovered	O					
in	O					
7	O					
(	O					
35	O					
%	O					
)	O					
specimens	O					
of	O					
20	O					
primary	O					
foci	O					
vs	O					
10	O					
(	O					
67	O					
%	O					
)	O					
of	O					
15	O					
of	O					
lymph	O					
node	O					
metastasis	O					
or	O					
11	O					
(	O					
61	O					
%	O					
)	O					
of	O					
18	O					
of	O					
distant	O					
metastasis	O					
(	O					
35	O					
%	O					
vs	O					
67	O					
%	O					
","	O					
P	O					
=	O					
0.015	O					
;	O					
35	O					
%	O					
vs	O					
61	O					
%	O					
","	O					
P	O					
=	O					
0.044	O					
)	O					
.	O					
						
With	O					
the	O					
increased	O					
level	O					
of	O					
PIK3CA	U-Mutation					
expression	O					
","	O					
the	O					
total	O					
Akt	O					
protein	O					
expression	O					
remained	O					
almost	O					
unchanged	O					
","	O					
but	O					
p	O					
-	O					
Akt	O					
protein	O					
was	O					
upregulated	O					
markedly	O					
.	O					
						
CONCLUSION	O					
:	O					
Increased	B-Mutation					
expression	I-Mutation					
of	I-Mutation					
PIK3CA	L-Mutation					
is	O					
expected	O					
to	O					
be	O					
a	O					
promising	O					
indicator	O					
of	O					
metastasis	O					
in	O					
gastric	B-Cancer					
cancer	L-Cancer					
.	O					
						
Up	B-Mutation					
-	I-Mutation					
regulation	I-Mutation					
of	I-Mutation					
PIK3CA	L-Mutation					
may	O					
promote	O					
the	O					
metastasis	O					
of	O					
gastric	B-Cancer					
cancer	L-Cancer					
through	O					
aberrant	O					
activation	O					
of	O					
PI3K	O					
/	O					
Akt	O					
signaling	O					
.	O					
						
Clinical	O					
activity	O					
of	O					
the	O					
mutant	O					
-	O					
selective	O					
EGFR	B-Treatment					
inhibitor	I-Treatment					
AZD9291	L-Treatment					
in	O					
patients	O					
with	O					
EGFR	B-Cancer					
inhibitor	I-Cancer					
-	I-Cancer					
resistant	I-Cancer					
non	I-Cancer					
-	I-Cancer					
small	I-Cancer					
cell	I-Cancer					
lung	I-Cancer					
cancer	L-Cancer					
.	O					
						
The	O					
first	B-Treatment					
generation	I-Treatment					
epidermal	I-Treatment					
growth	I-Treatment					
factor	I-Treatment					
receptor	I-Treatment					
tyrosine	I-Treatment					
kinase	I-Treatment					
inhibitors	I-Treatment					
(	I-Treatment					
EGFR	I-Treatment					
-	I-Treatment					
TKIs	I-Treatment					
)	L-Treatment					
are	O					
effective	O					
in	O					
advanced	B-Cancer					
non	I-Cancer					
-	I-Cancer					
small	I-Cancer					
cell	I-Cancer					
lung	I-Cancer					
cancer	I-Cancer					
(	I-Cancer					
NSCLC	I-Cancer					
)	L-Cancer					
with	O					
EGFR	U-Mutation					
mutations	O					
.	O					
						
Unfortunately	O					
","	O					
disease	O					
progression	O					
generally	O					
occurs	O					
after	O					
9	O					
to	O					
14	O					
months	O					
of	O					
targeted	O					
therapy	O					
.	O					
						
The	O					
substitution	B-Mutation					
of	I-Mutation					
threonine	I-Mutation					
with	I-Mutation					
methionine	I-Mutation					
at	I-Mutation					
amino	I-Mutation					
acid	I-Mutation					
position	I-Mutation					
790	I-Mutation					
(	I-Mutation					
T790	I-Mutation					
M	I-Mutation					
)	L-Mutation					
","	O					
as	O					
the	O					
second	O					
mutation	O					
in	O					
EGFR	U-Mutation					
","	O					
is	O					
the	O					
most	O					
common	O					
resistance	O					
mechanism	O					
and	O					
is	O					
detected	O					
in	O					
tumor	O					
cells	O					
from	O					
more	O					
than	O					
50	O					
-	O					
60	O					
%	O					
of	O					
patients	O					
after	O					
disease	O					
progression	O					
.	O					
						
However	O					
","	O					
current	O					
targeted	O					
therapeutic	O					
strategies	O					
for	O					
patients	O					
with	O					
acquired	O					
resistance	O					
are	O					
limited	O					
.	O					
						
This	O					
has	O					
led	O					
to	O					
the	O					
development	O					
of	O					
"	B-Mutation
third	I-Mutation
generation	I-Mutation
"	I-Mutation					
EGFR	I-Mutation					
-	I-Mutation					
TKIs	L-Mutation					
that	O					
are	O					
designed	O					
to	O					
target	O					
T790	B-Mutation					
M	L-Mutation					
and	O					
EGFR	B-Mutation					
-	I-Mutation					
TKI	L-Mutation					
sensitizing	O					
mutations	O					
more	O					
selectively	O					
than	O					
wild	O					
-	O					
type	O					
.	O					
						
AZD9291	U-Treatment					
","	O					
as	O					
a	O					
mono	O					
-	O					
anilino	O					
-	O					
pyrimidine	O					
compound	O					
","	O					
is	O					
a	O					
novel	O					
","	O					
irreversible	O					
EGFR	B-Treatment					
-	I-Treatment					
TKI	L-Treatment					
","	O					
has	O					
proved	O					
to	O					
be	O					
more	O					
effective	O					
against	O					
both	O					
EGFR	O					
-	O					
TKI	O					
sensitizing	O					
and	O					
resistance	O					
T790	B-Mutation					
M	L-Mutation					
mutations	O					
in	O					
preclinical	O					
models	O					
.	O					
						
This	B-Outcome					
phase	I-Outcome					
I	I-Outcome					
clinical	I-Outcome					
study	I-Outcome					
showed	I-Outcome					
that	I-Outcome					
AZD9291	I-Outcome					
has	I-Outcome					
robust	I-Outcome					
efficacy	I-Outcome					
and	I-Outcome					
is	I-Outcome					
well	I-Outcome					
tolerated	I-Outcome					
in	I-Outcome					
EGFR	I-Outcome					
mutant	I-Outcome					
NSCLC	I-Outcome					
patients	I-Outcome					
with	I-Outcome					
acquired	I-Outcome					
resistance	I-Outcome					
to	I-Outcome					
EGFR	I-Outcome					
-	I-Outcome					
TKIs	L-Outcome					
.	O					
						
DNA	B-Mutation					
methylation	I-Mutation					
alterations	I-Mutation					
of	I-Mutation					
AXIN2	L-Mutation					
in	O					
serrated	O					
adenomas	O					
and	O					
colon	B-Cancer					
carcinomas	L-Cancer					
with	O					
microsatellite	B-Mutation					
instability	L-Mutation					
.	O					
						
BACKGROUND	O					
:	O					
Recent	O					
work	O					
led	O					
to	O					
recognize	O					
sessile	O					
serrated	O					
adenomas	O					
(	O					
SSA	O					
)	O					
as	O					
precursor	O					
to	O					
many	O					
of	O					
the	O					
sporadic	B-Cancer					
colorectal	I-Cancer					
cancers	L-Cancer					
with	O					
microsatellite	B-Mutation					
instability	I-Mutation					
(	I-Mutation					
MSI	I-Mutation					
)	L-Mutation					
.	O					
						
However	O					
","	O					
comprehensive	O					
analyses	O					
of	O					
DNA	O					
methylation	O					
in	O					
SSA	O					
and	O					
MSI	U-Mutation					
cancer	O					
have	O					
not	O					
been	O					
conducted	O					
.	O					
						
METHODS	O					
:	O					
With	O					
an	O					
array	O					
-	O					
based	O					
methylation	O					
sensitive	O					
amplified	O					
fragment	O					
length	O					
polymorphism	O					
(	O					
MS	O					
-	O					
AFLP	O					
)	O					
method	O					
we	O					
analyzed	O					
8	O					
tubular	O					
(	O					
TA	O					
)	O					
and	O					
19	O					
serrated	O					
(	O					
SSA	O					
)	O					
adenomas	O					
","	O					
and	O					
14	O					
carcinomas	U-Cancer					
with	O					
(	O					
MSI	U-Mutation					
)	O					
and	O					
12	O					
without	O					
(	O					
MSS	O					
)	O					
microsatellite	B-Mutation					
instability	L-Mutation					
.	O					
						
MS	O					
-	O					
AFLP	O					
array	O					
can	O					
survey	O					
relative	O					
differences	O					
in	O					
methylation	O					
between	O					
normal	O					
and	O					
tumor	O					
tissues	O					
of	O					
"9,654"	O					
DNA	O					
fragments	O					
containing	O					
all	O					
NotI	O					
sequences	O					
in	O					
the	O					
human	O					
genome	O					
.	O					
						
RESULTS	O					
:	O					
Unsupervised	O					
clustering	O					
analysis	O					
of	O					
the	O					
genome	O					
-	O					
wide	O					
hypermethylation	O					
alterations	O					
revealed	O					
no	O					
major	O					
differences	O					
between	O					
or	O					
within	O					
these	O					
groups	O					
of	O					
benign	O					
and	O					
malignant	O					
tumors	O					
regardless	O					
of	O					
their	O					
location	O					
in	O					
intergenic	O					
","	O					
intragenic	O					
","	O					
promoter	O					
","	O					
or	O					
3	O					
'	O					
end	O					
regions	O					
.	O					
						
Hypomethylation	O					
was	O					
less	O					
frequent	O					
in	O					
SSAs	O					
compared	O					
with	O					
MSI	U-Mutation					
or	O					
MSS	O					
carcinomas	U-Cancer					
.	O					
						
Analysis	O					
of	O					
variance	O					
of	O					
DNA	O					
methylation	O					
between	O					
these	O					
four	O					
subgroups	O					
identified	O					
56	O					
probes	O					
differentially	O					
altered	O					
.	O					
						
The	O					
hierarchical	O					
tree	O					
of	O					
this	O					
subset	O					
of	O					
probes	O					
revealed	O					
two	O					
distinct	O					
clusters	O					
:	O					
Group	O					
1	O					
","	O					
mostly	O					
composed	O					
by	O					
TAs	O					
and	O					
MSS	O					
cancers	O					
with	O					
KRAS	U-Mutation					
mutations	O					
;	O					
and	O					
Group	O					
2	O					
with	O					
BRAF	U-Mutation					
mutations	O					
","	O					
which	O					
consisted	O					
of	O					
cancers	O					
with	O					
MSI	U-Mutation					
and	O					
MLH1	B-Mutation					
methylation	L-Mutation					
(	O					
Group	O					
2A	O					
)	O					
","	O					
and	O					
SSAs	O					
without	O					
MLH1	O					
methylation	O					
(	O					
Group	O					
2B	O					
)	O					
.	O					
						
AXIN2	U-Mutation					
","	O					
which	O					
cooperates	O					
with	O					
APC	O					
and	O					
β	O					
-	O					
catenin	O					
in	O					
Wnt	O					
signaling	O					
","	O					
had	O					
more	O					
methylation	O					
alterations	O					
in	O					
Group	O					
2	O					
","	O					
and	O					
its	O					
expression	O					
levels	O					
negatively	O					
correlated	O					
with	O					
methylation	O					
determined	O					
by	O					
bisulfite	O					
sequencing	O					
.	O					
						
Within	O					
group	O					
2B	O					
","	O					
low	O					
and	O					
high	O					
AXIN2	U-Mutation					
expression	O					
levels	O					
correlated	O					
significantly	O					
with	O					
differences	O					
in	O					
size	O					
(	O					
P	O					
=	O					
0.01	O					
)	O					
location	O					
(	O					
P	O					
=	O					
0.05	O					
)	O					
and	O					
crypt	O					
architecture	O					
(	O					
P	O					
=	O					
0.01	O					
)	O					
.	O					
						
CONCLUSIONS	O					
:	O					
Somatic	B-Mutation					
methylation	I-Mutation					
alterations	I-Mutation					
of	I-Mutation					
AXIN2	L-Mutation					
","	O					
associated	O					
with	O					
changes	O					
in	O					
its	O					
expression	O					
","	O					
stratify	O					
SSAs	O					
according	O					
to	O					
some	O					
clinico	O					
-	O					
pathological	O					
differences	O					
.	O					
						
We	O					
conclude	O					
that	O					
hypermethylation	B-Mutation					
of	I-Mutation					
MLH1	L-Mutation					
","	O					
when	O					
occurs	O					
in	O					
an	O					
adenoma	O					
cell	O					
with	O					
BRAF	U-Mutation					
oncogenic	O					
mutational	O					
activation	O					
","	O					
drives	O					
the	O					
pathway	O					
for	O					
MSI	U-Mutation					
cancer	O					
by	O					
providing	O					
the	O					
cells	O					
with	O					
a	O					
mutator	O					
phenotype	O					
.	O					
						
AXIN2	B-Mutation					
inactivation	L-Mutation					
may	O					
contribute	O					
to	O					
this	O					
tumorigenic	O					
pathway	O					
either	O					
by	O					
mutator	O					
phenotype	O					
driven	O					
frameshift	O					
mutations	O					
or	O					
by	O					
epigenetic	O					
deregulation	O					
contemporary	O					
with	O					
the	O					
unfolding	O					
of	O					
the	O					
mutator	O					
phenotype	O					
.	O					
						
A	O					
case	O					
of	O					
synchronous	B-Cancer					
bilateral	I-Cancer					
lung	I-Cancer					
cancers	L-Cancer					
:	O					
EML4-ALK	U-Mutation					
positive	O					
adenocarcinoma	B-Cancer					
in	I-Cancer					
the	I-Cancer					
right	I-Cancer					
lung	L-Cancer					
and	O					
adenocarcinoma	B-Cancer					
in	I-Cancer					
situ	I-Cancer					
(	I-Cancer					
the	I-Cancer					
former	I-Cancer					
bronchioloalveolar	I-Cancer					
carcinoma	I-Cancer					
)	I-Cancer					
in	I-Cancer					
the	I-Cancer					
left	I-Cancer					
lung	L-Cancer					
.	O					
						
BACKGROUND	O					
:	O					
Recently	O					
it	O					
has	O					
been	O					
revealed	O					
that	O					
lung	B-Cancer					
adenocarcinomas	L-Cancer					
with	O					
distinct	O					
gene	O					
mutations	O					
or	O					
fusions	O					
are	O					
associated	O					
with	O					
particular	O					
histopathological	O					
entities	O					
.	O					
						
For	O					
example	O					
","	O					
epidermal	B-Mutation					
growth	I-Mutation					
factor	I-Mutation					
receptor	I-Mutation					
(	I-Mutation					
EGFR	I-Mutation					
)	L-Mutation					
gene	O					
mutations	O					
are	O					
often	O					
associated	O					
with	O					
well	B-Cancer					
differentiated	I-Cancer					
adenocarcinoma	I-Cancer					
of	I-Cancer					
the	I-Cancer					
lung	I-Cancer					
with	I-Cancer					
bronchioloalveolar	I-Cancer					
pattern	L-Cancer					
.	O					
						
On	O					
the	O					
other	O					
hand	O					
","	O					
echinoderm	B-Mutation					
microtubule	I-Mutation					
-	I-Mutation					
associated	I-Mutation					
protein	I-Mutation					
-	I-Mutation					
like	I-Mutation					
4	I-Mutation					
(	I-Mutation					
EML4)-anaplastic	I-Mutation					
lymphoma	I-Mutation					
kinase	I-Mutation					
(	I-Mutation					
ALK	I-Mutation					
)	I-Mutation					
fusion	I-Mutation					
gene	L-Mutation					
in	O					
a	O					
subset	O					
of	O					
lung	B-Cancer					
adenocarcinoma	L-Cancer					
is	O					
related	O					
to	O					
mucinous	O					
cribriform	O					
histology	O					
.	O					
						
CASE	O					
PRESENTATION	O					
:	O					
Reported	O					
herein	O					
is	O					
a	O					
case	O					
of	O					
synchronous	O					
EML4-ALK	U-Mutation					
positive	O					
lung	B-Cancer					
adenocarcinoma	L-Cancer					
and	O					
adenocarcinoma	B-Cancer					
in	I-Cancer					
situ	L-Cancer					
in	O					
the	O					
bilateral	O					
lungs	O					
of	O					
a	O					
55-year	B-Population					
-	I-Population					
old	I-Population					
Japanese	I-Population					
woman	L-Population					
.	O					
						
The	O					
woman	O					
had	O					
EML4-ALK	U-Mutation					
positive	O					
lung	B-Cancer					
adenocarcinoma	I-Cancer					
in	I-Cancer					
the	I-Cancer					
right	I-Cancer					
lower	I-Cancer					
lung	L-Cancer					
while	O					
adenocarcinoma	B-Cancer					
in	I-Cancer					
situ	I-Cancer					
in	I-Cancer					
the	I-Cancer					
left	I-Cancer					
upper	I-Cancer					
lung	L-Cancer					
","	O					
which	O					
was	O					
EML4-ALK	U-Mutation					
negative	O					
.	O					
						
CONCLUSION	O					
:	O					
To	O					
our	O					
knowledge	O					
","	O					
this	O					
is	O					
the	O					
first	O					
report	O					
of	O					
synchronous	B-Cancer					
","	I-Cancer					
bilateral	I-Cancer					
lung	I-Cancer					
adenocarcinomas	L-Cancer					
composed	O					
of	O					
EML4-ALK	U-Mutation					
positive	O					
and	O					
negative	O					
ones	O					
.	O					
						
RG7112	U-Treatment					
","	O					
a	O					
small	O					
-	O					
molecule	O					
inhibitor	O					
of	O					
MDM2	O					
","	O					
enhances	O					
trabectedin	U-Treatment					
response	O					
in	O					
soft	B-Cancer					
tissue	I-Cancer					
sarcomas	L-Cancer					
.	O					
						
MDM2	O					
is	O					
a	O					
critical	O					
negative	O					
regulator	O					
of	O					
the	O					
p53	O					
tumor	O					
suppressor	O					
protein	O					
.	O					
						
Selected	O					
sarcoma	U-Cancer					
subtypes	O					
are	O					
being	O					
treated	O					
with	O					
Trabectedin	B-Treatment					
in	I-Treatment					
second	I-Treatment					
line	L-Treatment					
","	O					
which	O					
promotes	O					
DNA	O					
damage	O					
and	O					
p53-dependent	O					
apoptosis	O					
.	O					
						
The	O					
aim	O					
of	O					
this	O					
study	O					
was	O					
to	O					
evaluate	O					
the	O					
improvement	O					
of	O					
Trabectedin	U-Treatment					
response	O					
with	O					
MDM2	B-Treatment					
inhibitors	L-Treatment					
in	O					
soft	B-Cancer					
tissue	I-Cancer					
sarcomas	L-Cancer					
.	O					
						
The	O					
antitumor	O					
effects	O					
of	O					
Trabectedin	U-Treatment					
","	O					
Nutlin-3A	U-Treatment					
and	O					
RG7112	U-Treatment					
as	O					
single	O					
agents	O					
or	O					
in	O					
combination	O					
were	O					
examined	O					
in	O					
vitro	O					
.	O					
						
RG7112	B-Outcome					
significantly	I-Outcome					
synergized	I-Outcome					
with	I-Outcome					
Trabectedin	I-Outcome					
in	I-Outcome					
MDM2-amplified	I-Outcome					
liposarcoma	I-Outcome					
cells	I-Outcome					
","	I-Outcome					
representing	I-Outcome					
a	I-Outcome					
promising	I-Outcome					
new	I-Outcome					
therapeutic	I-Outcome					
strategy	I-Outcome					
for	I-Outcome					
the	I-Outcome					
treatment	I-Outcome					
of	I-Outcome					
sarcomas	I-Outcome					
with	I-Outcome					
MDM2	I-Outcome					
amplification	L-Outcome					
.	O					
						
[	O					
Clinicopathological	O					
features	O					
and	O					
prognosis	O					
of	O					
cystic	B-Cancer					
gastrointestinal	I-Cancer					
stromal	I-Cancer					
tumor	L-Cancer					
]	O					
.	O					
						
OBJECTIVE	O					
:	O					
To	O					
investigate	O					
the	O					
clinicopathological	O					
and	O					
molecular	O					
genetic	O					
characteristics	O					
of	O					
gastrointestinal	B-Cancer					
stromal	I-Cancer					
tumor	I-Cancer					
(	I-Cancer					
GISTs	I-Cancer					
)	L-Cancer					
with	O					
significant	O					
cystic	O					
changes	O					
","	O					
and	O					
to	O					
assess	O					
their	O					
biological	O					
behavior	O					
.	O					
						
METHODS	O					
:	O					
Clinicopathological	O					
features	O					
of	O					
7	O					
patients	O					
with	O					
cystic	B-Cancer					
GISTs	L-Cancer					
treated	O					
at	O					
the	O					
Zhongshan	O					
Hospital	O					
of	O					
Fudan	O					
University	O					
from	O					
February	O					
2005	O					
to	O					
January	O					
2010	O					
were	O					
summarized	O					
retrospectively	O					
.	O					
						
The	O					
mutations	O					
status	O					
of	O					
c	B-Mutation					
-	I-Mutation					
kit	L-Mutation					
and	O					
PDGFR	B-Mutation					
-	I-Mutation					
α	L-Mutation					
were	O					
analyzed	O					
.	O					
						
RESULTS	O					
:	O					
There	O					
were	O					
2	B-Population					
males	I-Population					
and	I-Population					
5	I-Population					
females	I-Population					
aged	I-Population					
from	I-Population					
46	I-Population					
to	I-Population					
76	I-Population					
years	I-Population					
old	L-Population					
.	O					
						
Primary	B-Cancer					
site	I-Cancer					
of	I-Cancer					
GISTs	I-Cancer					
included	I-Cancer					
stomach(n=4	I-Cancer					
)	I-Cancer					
","	I-Cancer					
duodenum(n=1	I-Cancer					
)	I-Cancer					
","	I-Cancer					
and	I-Cancer					
small	I-Cancer					
intestinal(n=2	I-Cancer					
)	L-Cancer					
.	O					
						
Tumor	O					
size	O					
ranged	O					
from	O					
6	O					
to	O					
16	O					
cm	O					
with	O					
obviously	O					
cystic	O					
changes	O					
.	O					
						
Tumor	O					
cells	O					
were	O					
found	O					
in	O					
the	O					
solid	O					
components	O					
under	O					
microscope	O					
","	O					
of	O					
which	O					
epithelioid	O					
cell	O					
type	O					
were	O					
found	O					
in	O					
4	O					
case	O					
and	O					
spindle	O					
cell	O					
type	O					
in	O					
3	O					
cases	O					
.	O					
						
The	O					
mitotic	O					
figures	O					
were	O					
no	O					
more	O					
than	O					
3/50	O					
HPF	O					
in	O					
all	O					
the	O					
patients	O					
.	O					
						
According	O					
to	O					
the	O					
NIH	O					
criteria	O					
","	O					
4	O					
were	O					
high	O					
-	O					
risk	O					
and	O					
3	O					
were	O					
low	O					
-	O					
risk	O					
.	O					
						
Based	O					
on	O					
morphological	O					
characteristics	O					
","	O					
3	O					
cases	O					
were	O					
as	O					
borderline	O					
tumor	O					
","	O					
3	O					
moderate	O					
-	O					
risk	O					
","	O					
and	O					
1	O					
moderate	O					
-	O					
risk	O					
.	O					
						
Gene	O					
mutation	O					
of	O					
exon	B-Mutation					
11	I-Mutation					
of	I-Mutation					
c	I-Mutation					
-	I-Mutation					
kit	L-Mutation					
were	O					
identified	O					
in	O					
3	O					
cases	O					
.	O					
						
During	O					
the	O					
follow	O					
up	O					
ranging	O					
from	O					
9	O					
to	O					
80	O					
months	O					
","	O					
all	O					
the	O					
7	O					
patients	O					
had	O					
cancer	O					
-	O					
free	O					
survival	O					
.	O					
						
CONCLUSION	O					
:	O					
The	O					
biological	O					
behavior	O					
of	O					
cystic	B-Cancer					
GIST	L-Cancer					
is	O					
indolent	O					
with	O					
a	O					
low	O					
risk	O					
of	O					
malignancy	O					
and	O					
favorable	O					
prognosis	O					
.	O					
						
Melanoma	U-Cancer					
genetics	O					
:	O					
an	O					
update	O					
with	O					
focus	O					
on	O					
the	O					
CDKN2A(p16)/ARF	O					
tumor	O					
suppressors	O					
.	O					
						
Investigative	O					
interest	O					
in	O					
atypical	B-Cancer					
nevi	I-Cancer					
and	I-Cancer					
familial	I-Cancer					
melanoma	L-Cancer					
has	O					
contributed	O					
to	O					
the	O					
identification	O					
of	O					
several	O					
candidate	O					
melanoma	U-Cancer					
loci	O					
within	O					
the	O					
human	O					
genome	O					
.	O					
						
Molecular	O					
defects	O					
in	O					
both	O					
tumor	O					
suppressor	O					
genes	O					
and	O					
oncogenes	O					
have	O					
been	O					
pathogenically	O					
linked	O					
to	O					
melanoma	U-Cancer					
in	O					
recent	O					
studies	O					
.	O					
						
Of	O					
the	O					
loci	O					
currently	O					
characterized	O					
","	O					
the	O					
major	O					
gene	O					
resides	O					
on	O					
chromosome	O					
9p	O					
and	O					
encodes	O					
a	O					
tumor	O					
suppressor	O					
designated	O					
p16	U-Mutation					
.	O					
						
This	O					
gene	O					
","	O					
which	O					
is	O					
also	O					
known	O					
as	O					
CDKN2A	U-Mutation					
","	O					
is	O					
